sample_id,line,code,has_issue,issue_type
problematic_1,6,tasks = []  # Global mutable state,False,other
problematic_1,8,class TaskManager:  # Missing docstring,False,other
problematic_1,9,    def __init__(self):,False,other
problematic_1,10,        self.tasks = {},False,other
problematic_1,11,        self.id = 1  # Poor naming (shadows built-in),False,other
problematic_1,12,        self.count = 0,False,other
problematic_1,13,"        print(""TaskManager initialized"")  # Debug print",True,debug_code
problematic_1,15,"    def addTask(self, title, desc="""", pri=""med""):  # camelCase, poor names",False,other
problematic_1,16,        # TODO: Add proper validation,True,incomplete_code
problematic_1,17,"        if title == """":  # String comparison with ==",False,other
problematic_1,18,            return None,False,other
problematic_1,19,"        if pri not in [""low"", ""med"", ""high""]:",False,other
problematic_1,20,"            pri = ""med""  # Silent failure instead of raising exception",False,other
problematic_1,22,        task = {}  # Could use dataclass or namedtuple,False,other
problematic_1,23,"        task[""title""] = title",False,other
problematic_1,24,"        task[""desc""] = desc",False,other
problematic_1,25,"        task[""priority""] = pri",False,other
problematic_1,26,"        task[""done""] = False",False,other
problematic_1,27,"        task[""id""] = self.id",False,other
problematic_1,29,        self.tasks[self.id] = task,False,other
problematic_1,30,        self.id = self.id + 1  # Verbose increment,False,other
problematic_1,31,        self.count += 1,False,other
problematic_1,33,        # XXX: This logging is problematic,True,incomplete_code
problematic_1,34,"        print(f""Added task: {title}"")",True,debug_code
problematic_1,35,        return self.id - 1,False,other
problematic_1,37,"    def completeTask(self, id):  # Shadows built-in 'id'",False,other
problematic_1,38,        # HACK: Quick implementation,True,incomplete_code
problematic_1,39,        try:,False,other
problematic_1,40,            if id in self.tasks:,False,other
problematic_1,41,"                self.tasks[id][""done""] = True",False,other
problematic_1,42,                self.count = self.count - 1,False,other
problematic_1,43,                return True,False,other
problematic_1,44,            else:,False,other
problematic_1,45,                return False,False,other
problematic_1,46,        except Exception:  # Too broad exception handling,True,poor_exception_handling
problematic_1,47,"            print(""Error completing task"")",True,debug_code
problematic_1,48,            return False,False,other
problematic_1,50,    def getTasks(self):  # camelCase,False,other
problematic_1,51,        # TODO: Filter by status,True,incomplete_code
problematic_1,52,        return self.tasks,False,other
problematic_1,54,    def deleteTasks(self):  # Destructive operation without confirmation,False,other
problematic_1,55,        self.tasks = {},False,other
problematic_1,56,        self.count = 0,False,other
problematic_1,57,"        print(""All tasks deleted"")  # Side effect",True,debug_code
problematic_1,59,    def __str__(self):,False,other
problematic_1,60,"        return f""TaskManager with {len(self.tasks)} tasks""  # Inconsistent with self.count",False,other
problematic_1,62,# Global helper function,False,other
problematic_1,63,def save_tasks(manager):,False,other
problematic_1,64,    # FIXME: Hardcoded filename,True,incomplete_code
problematic_1,65,    try:,False,other
problematic_1,66,"        with open(""tasks.json"", ""w"") as f:",False,other
problematic_1,67,"            json.dump(manager.tasks, f)",False,other
problematic_1,68,    except:  # Bare except,True,poor_exception_handling
problematic_1,69,        pass  # Silent failure,False,other
clean_2,1,class UserManager:,False,none
clean_2,2,"    """"""Secure user management system.""""""",False,none
clean_2,4,    def __init__(self):,False,none
clean_2,5,        self._users = {},False,none
clean_2,6,        self._active_sessions = set(),False,none
clean_2,8,"    def create_user(self, username: str, email: str, password: str) -> bool:",False,none
clean_2,9,"        """"""Create a new user with validation.""""""",False,none
clean_2,10,        if not self._validate_username(username):,False,none
clean_2,11,"            raise ValueError(""Invalid username format"")",False,none
clean_2,13,        if not self._validate_email(email):,False,none
clean_2,14,"            raise ValueError(""Invalid email format"")",False,none
clean_2,16,        if username in self._users:,False,none
clean_2,17,"            raise ValueError(""Username already exists"")",False,none
clean_2,19,        self._users[username] = {,False,none
clean_2,20,"            ""email"": email,",False,none
clean_2,21,"            ""password_hash"": self._hash_password(password),",False,none
clean_2,22,"            ""created_at"": ""2024-01-01"",  # Simplified for example",False,none
clean_2,23,"            ""active"": True",False,none
clean_2,24,        },False,none
clean_2,25,        return True,False,none
clean_2,27,"    def authenticate(self, username: str, password: str) -> bool:",False,none
clean_2,28,"        """"""Authenticate user credentials.""""""",False,none
clean_2,29,        if username not in self._users:,False,none
clean_2,30,            return False,False,none
clean_2,32,        user = self._users[username],False,none
clean_2,33,"        if not user[""active""]:",False,none
clean_2,34,            return False,False,none
clean_2,36,"        return user[""password_hash""] == self._hash_password(password)",False,none
clean_2,38,"    def _validate_username(self, username: str) -> bool:",False,none
clean_2,39,"        """"""Validate username format.""""""",False,none
clean_2,40,        return (,False,none
clean_2,41,"            isinstance(username, str) and",False,none
clean_2,42,            3 <= len(username) <= 20 and,False,none
clean_2,43,            username.isalnum(),False,none
clean_2,44,        ),False,none
clean_2,46,"    def _validate_email(self, email: str) -> bool:",False,none
clean_2,47,"        """"""Basic email validation.""""""",False,none
clean_2,48,        return (,False,none
clean_2,49,"            isinstance(email, str) and",False,none
clean_2,50,"            ""@"" in email and",False,none
clean_2,51,"            ""."" in email.split(""@"")[-1]",False,none
clean_2,52,        ),False,none
clean_2,54,"    def _hash_password(self, password: str) -> str:",False,none
clean_2,55,"        """"""Simple password hashing (use proper hashing in production).""""""",False,none
clean_2,56,"        return f""hashed_{hash(password)}""",False,none
problematic_2,1,# FIXME: Security vulnerabilities in user management,True,incomplete_code
problematic_2,2,"import pickle, os  # Security risk with pickle",False,other
problematic_2,3,from hashlib import *  # Wildcard import,True,security_risk
problematic_2,5,users = {}  # Global mutable state,False,other
problematic_2,6,current_user = None  # Global state,False,other
problematic_2,8,class usermanager:  # Poor naming convention,False,other
problematic_2,9,    def __init__(self):,False,other
problematic_2,10,        # TODO: Load users from secure storage,True,incomplete_code
problematic_2,11,        self.users = users  # Reference to global,False,other
problematic_2,12,"        self.admin = ""admin""  # Hardcoded admin",False,other
problematic_2,13,"        print(""UserManager started"")  # Debug print",True,debug_code
problematic_2,15,"    def createUser(self, name, pwd, email=""""):  # camelCase, poor param names",False,other
problematic_2,16,        # XXX: No password strength validation,True,incomplete_code
problematic_2,17,"        if name == """":  # Poor string check",False,other
problematic_2,18,            return False,False,other
problematic_2,20,        if name in self.users:,False,other
problematic_2,21,"            print(""User exists"")  # Poor error handling",True,debug_code
problematic_2,22,            return False,False,other
problematic_2,24,        # HACK: Simple password storage (MAJOR SECURITY ISSUE),True,incomplete_code
problematic_2,25,        user_data = {,False,other
problematic_2,26,"            ""password"": pwd,  # Storing plaintext password!",False,other
problematic_2,27,"            ""email"": email,",False,other
problematic_2,28,"            ""role"": ""user"",",False,other
problematic_2,29,"            ""active"": True",False,other
problematic_2,30,        },False,other
problematic_2,32,        self.users[name] = user_data,False,other
problematic_2,33,"        print(f""Created user: {name}"")  # Logging sensitive info",True,debug_code
problematic_2,34,        return True,False,other
problematic_2,36,"    def login(self, name, pwd):",False,other
problematic_2,37,        # TODO: Implement session management,True,incomplete_code
problematic_2,38,        try:,False,other
problematic_2,39,            if name in self.users:,False,other
problematic_2,40,"                if self.users[name][""password""] == pwd:  # Plaintext comparison",False,other
problematic_2,41,                    global current_user  # Global variable modification,True,poor_practice
problematic_2,42,                    current_user = name,False,other
problematic_2,43,"                    print(f""User {name} logged in"")  # Logging",True,debug_code
problematic_2,44,                    return True,False,other
problematic_2,45,                else:,False,other
problematic_2,46,                    return False,False,other
problematic_2,47,            else:,False,other
problematic_2,48,                return False,False,other
problematic_2,49,        except Exception:  # Too broad exception,True,poor_exception_handling
problematic_2,50,"            print(""Login error"")",True,debug_code
problematic_2,51,            return False,False,other
problematic_2,53,"    def deleteUser(self, name):  # Destructive operation",False,other
problematic_2,54,        # FIXME: No confirmation or authorization check,True,incomplete_code
problematic_2,55,        if name in self.users:,False,other
problematic_2,56,            del self.users[name],False,other
problematic_2,57,"            print(f""Deleted user: {name}"")  # Logging sensitive operation",True,debug_code
problematic_2,58,            return True,False,other
problematic_2,59,        return False,False,other
problematic_2,61,"    def saveUsers(self, filename=""users.pkl""):  # Security risk with pickle",False,other
problematic_2,62,        try:,False,other
problematic_2,63,"            f = open(filename, ""wb"")  # No context manager",False,other
problematic_2,64,"            pickle.dump(self.users, f)  # Pickle security risk",False,other
problematic_2,65,            f.close(),False,other
problematic_2,66,        except:  # Bare except,True,poor_exception_handling
problematic_2,67,            pass  # Silent failure,False,other
problematic_2,69,"    def loadUsers(self, filename=""users.pkl""):",False,other
problematic_2,70,        # HACK: Loading pickled data (security risk),True,incomplete_code
problematic_2,71,        try:,False,other
problematic_2,72,            if os.path.exists(filename):,False,other
problematic_2,73,"                f = open(filename, ""rb"")",False,other
problematic_2,74,                self.users = pickle.load(f)  # Pickle deserialization risk,False,other
problematic_2,75,                f.close(),False,other
problematic_2,76,        except:,True,poor_exception_handling
problematic_2,77,"            print(""Could not load users"")",True,debug_code
problematic_2,78,            self.users = {},False,other
problematic_2,80,"    def __getitem__(self, key):  # Unnecessary magic method",False,other
problematic_2,81,"        return self.users.get(key, None)",False,other
problematic_2,83,# Insecure global function,True,poor_practice
problematic_2,84,"def admin_access(username, action):",False,other
problematic_2,85,    # XXX: No proper authorization,True,incomplete_code
problematic_2,86,"    if username == ""admin"":",False,other
problematic_2,87,        exec(action)  # MAJOR SECURITY RISK: arbitrary code execution,True,security_risk
problematic_2,88,        return True,False,other
problematic_2,89,    return False,False,other
clean_3,1,class FileHandler:,False,none
clean_3,2,"    """"""Safe file operations with proper error handling.""""""",False,none
clean_3,4,"    def __init__(self, base_directory: str = ""./""):",False,none
clean_3,5,        self._base_dir = base_directory,False,none
clean_3,6,"        self._allowed_extensions = {"".txt"", "".json"", "".csv"", "".log""}",False,none
clean_3,8,"    def read_file(self, filename: str) -> str:",False,none
clean_3,9,"        """"""Safely read file contents.""""""",False,none
clean_3,10,        if not self._is_safe_filename(filename):,False,none
clean_3,11,"            raise ValueError(""Invalid filename"")",False,none
clean_3,13,        try:,False,none
clean_3,14,            full_path = self._get_safe_path(filename),False,none
clean_3,15,"            with open(full_path, 'r', encoding='utf-8') as f:",False,none
clean_3,16,                return f.read(),False,none
clean_3,17,        except FileNotFoundError:,False,none
clean_3,18,"            raise FileNotFoundError(f""File {filename} not found"")",False,none
clean_3,19,        except PermissionError:,False,none
clean_3,20,"            raise PermissionError(f""No permission to read {filename}"")",False,none
clean_3,22,"    def write_file(self, filename: str, content: str) -> bool:",False,none
clean_3,23,"        """"""Safely write content to file.""""""",False,none
clean_3,24,        if not self._is_safe_filename(filename):,False,none
clean_3,25,"            raise ValueError(""Invalid filename"")",False,none
clean_3,27,        try:,False,none
clean_3,28,            full_path = self._get_safe_path(filename),False,none
clean_3,29,"            with open(full_path, 'w', encoding='utf-8') as f:",False,none
clean_3,30,                f.write(content),False,none
clean_3,31,            return True,False,none
clean_3,32,        except PermissionError:,False,none
clean_3,33,"            raise PermissionError(f""No permission to write {filename}"")",False,none
clean_3,35,"    def _is_safe_filename(self, filename: str) -> bool:",False,none
clean_3,36,"        """"""Validate filename for security.""""""",False,none
clean_3,37,"        if not filename or "".."" in filename or ""/"" in filename:",False,none
clean_3,38,            return False,False,none
clean_3,40,"        extension = ""."" + filename.split(""."")[-1] if ""."" in filename else """"",False,none
clean_3,41,        return extension.lower() in self._allowed_extensions,False,none
clean_3,43,"    def _get_safe_path(self, filename: str) -> str:",False,none
clean_3,44,"        """"""Get safe file path within base directory.""""""",False,none
clean_3,45,"        return f""{self._base_dir.rstrip('/')}/{filename}""",False,none
clean_3,47,    def list_files(self) -> List[str]:,False,none
clean_3,48,"        """"""List all files in the base directory.""""""",False,none
clean_3,49,        import os,False,none
clean_3,50,        try:,False,none
clean_3,51,            files = os.listdir(self._base_dir),False,none
clean_3,52,            return [f for f in files if self._is_safe_filename(f)],False,none
clean_3,53,        except OSError:,False,none
clean_3,54,            return [],False,none
problematic_3,1,# TODO: Fix all the security issues in this file handler,True,incomplete_code
problematic_3,2,from os import *  # Wildcard import - security risk,True,security_risk
problematic_3,3,"import shutil, pickle  # Multiple imports",False,other
problematic_3,5,temp_files = []  # Global mutable state,False,other
problematic_3,7,class filehandler:  # Poor naming convention,False,other
problematic_3,8,"    def __init__(self, dir=""./""):  # Mutable default argument",False,other
problematic_3,9,        # FIXME: No directory validation,True,incomplete_code
problematic_3,10,        self.directory = dir,False,other
problematic_3,11,        self.files = [],False,other
problematic_3,12,        self.temp = temp_files  # Reference to global,False,other
problematic_3,13,"        print(f""FileHandler for {dir}"")  # Debug print",True,debug_code
problematic_3,15,"    def readFile(self, fname):  # camelCase, poor parameter name",False,other
problematic_3,16,        # XXX: No path traversal protection,True,incomplete_code
problematic_3,17,        try:,False,other
problematic_3,18,            path = self.directory + fname  # Insecure path concatenation,False,other
problematic_3,19,"            f = open(path, ""r"")  # No context manager",False,other
problematic_3,20,            content = f.read(),False,other
problematic_3,21,            f.close()  # Manual file closing,False,other
problematic_3,22,"            print(f""Read file: {fname}"")  # Logging file access",True,debug_code
problematic_3,23,            return content,False,other
problematic_3,24,        except Exception:  # Too broad exception,True,poor_exception_handling
problematic_3,25,"            print(""File read error"")  # Poor error handling",True,debug_code
problematic_3,26,"            return """"  # Silent failure with wrong return type",False,other
problematic_3,28,"    def writeFile(self, fname, data):",False,other
problematic_3,29,        # TODO: Add file size limits,True,incomplete_code
problematic_3,30,        try:,False,other
problematic_3,31,"            path = self.directory + ""/"" + fname  # Inconsistent path handling",False,other
problematic_3,32,            # HACK: Always overwrite files,True,incomplete_code
problematic_3,33,"            file = open(path, ""w"")  # No context manager",False,other
problematic_3,34,            file.write(str(data))  # Force string conversion,False,other
problematic_3,35,            file.close(),False,other
problematic_3,36,            self.files.append(fname)  # Duplicate tracking possible,False,other
problematic_3,37,        except:  # Bare except,True,poor_exception_handling
problematic_3,38,            pass  # Silent failure,False,other
problematic_3,40,"    def deleteFile(self, fname):  # Destructive without confirmation",False,other
problematic_3,41,        # FIXME: No safety checks,True,incomplete_code
problematic_3,42,        full_path = self.directory + fname,False,other
problematic_3,43,        try:,False,other
problematic_3,44,            remove(full_path)  # Using imported function directly,False,other
problematic_3,45,"            print(f""Deleted: {fname}"")  # Logging",True,debug_code
problematic_3,46,            return True,False,other
problematic_3,47,        except Exception:,True,poor_exception_handling
problematic_3,48,            return False,False,other
problematic_3,50,"    def executeFile(self, fname):  # MAJOR SECURITY RISK",False,other
problematic_3,51,        # XXX: Arbitrary code execution,True,incomplete_code
problematic_3,52,        try:,False,other
problematic_3,53,            content = self.readFile(fname),False,other
problematic_3,54,            exec(content)  # Execute arbitrary code from file!,True,security_risk
problematic_3,55,            return True,False,other
problematic_3,56,        except:,True,poor_exception_handling
problematic_3,57,            return False,False,other
problematic_3,59,    def backupFiles(self):  # Poor implementation,False,other
problematic_3,60,        # TODO: Implement proper backup,True,incomplete_code
problematic_3,61,        for file in listdir(self.directory):  # No error handling,False,other
problematic_3,62,            try:,False,other
problematic_3,63,"                shutil.copy(file, file + "".bak"")  # Poor backup strategy",False,other
problematic_3,64,            except:,True,poor_exception_handling
problematic_3,65,                continue  # Silent failures,False,other
problematic_3,67,    def cleanTemp(self):,False,other
problematic_3,68,        # HACK: Dangerous cleanup,True,incomplete_code
problematic_3,69,        for f in self.temp:,False,other
problematic_3,70,            try:,False,other
problematic_3,71,                remove(f)  # No existence check,False,other
problematic_3,72,            except:,True,poor_exception_handling
problematic_3,73,                pass  # Silent failure,False,other
problematic_3,74,        self.temp = []  # Modifying global state,True,poor_practice
problematic_3,76,    def __del__(self):  # Problematic destructor,False,other
problematic_3,77,"        print(""FileHandler destroyed"")  # Side effect in destructor",True,debug_code
problematic_3,78,        self.cleanTemp()  # Potentially dangerous cleanup,False,other
problematic_3,80,# Insecure global function,True,poor_practice
problematic_3,81,"def quick_save(data, filename):",False,other
problematic_3,82,    # FIXME: No validation,True,incomplete_code
problematic_3,83,"    pickle.dump(data, open(filename, ""wb""))  # Pickle without context manager",False,other
problematic_3,85,# Unused imports and variables,False,other
problematic_3,86,import random  # Unused import,False,other
problematic_3,87,"UNUSED_VAR = ""test""  # Unused variable",False,other
clean_4,1,class UserManager:,False,none
clean_4,2,"    """"""Secure user management system.""""""",False,none
clean_4,4,    def __init__(self):,False,none
clean_4,5,        self._users = {},False,none
clean_4,6,        self._active_sessions = set(),False,none
clean_4,8,"    def create_user(self, username: str, email: str, password: str) -> bool:",False,none
clean_4,9,"        """"""Create a new user with validation.""""""",False,none
clean_4,10,        if not self._validate_username(username):,False,none
clean_4,11,"            raise ValueError(""Invalid username format"")",False,none
clean_4,13,        if not self._validate_email(email):,False,none
clean_4,14,"            raise ValueError(""Invalid email format"")",False,none
clean_4,16,        if username in self._users:,False,none
clean_4,17,"            raise ValueError(""Username already exists"")",False,none
clean_4,19,        self._users[username] = {,False,none
clean_4,20,"            ""email"": email,",False,none
clean_4,21,"            ""password_hash"": self._hash_password(password),",False,none
clean_4,22,"            ""created_at"": ""2024-01-01"",  # Simplified for example",False,none
clean_4,23,"            ""active"": True",False,none
clean_4,24,        },False,none
clean_4,25,        return True,False,none
clean_4,27,"    def authenticate(self, username: str, password: str) -> bool:",False,none
clean_4,28,"        """"""Authenticate user credentials.""""""",False,none
clean_4,29,        if username not in self._users:,False,none
clean_4,30,            return False,False,none
clean_4,32,        user = self._users[username],False,none
clean_4,33,"        if not user[""active""]:",False,none
clean_4,34,            return False,False,none
clean_4,36,"        return user[""password_hash""] == self._hash_password(password)",False,none
clean_4,38,"    def _validate_username(self, username: str) -> bool:",False,none
clean_4,39,"        """"""Validate username format.""""""",False,none
clean_4,40,        return (,False,none
clean_4,41,"            isinstance(username, str) and",False,none
clean_4,42,            3 <= len(username) <= 20 and,False,none
clean_4,43,            username.isalnum(),False,none
clean_4,44,        ),False,none
clean_4,46,"    def _validate_email(self, email: str) -> bool:",False,none
clean_4,47,"        """"""Basic email validation.""""""",False,none
clean_4,48,        return (,False,none
clean_4,49,"            isinstance(email, str) and",False,none
clean_4,50,"            ""@"" in email and",False,none
clean_4,51,"            ""."" in email.split(""@"")[-1]",False,none
clean_4,52,        ),False,none
clean_4,54,"    def _hash_password(self, password: str) -> str:",False,none
clean_4,55,"        """"""Simple password hashing (use proper hashing in production).""""""",False,none
clean_4,56,"        return f""hashed_{hash(password)}""",False,none
problematic_4,1,# FIXME: Security vulnerabilities in user management,True,incomplete_code
problematic_4,2,"import pickle, os  # Security risk with pickle",False,other
problematic_4,3,from hashlib import *  # Wildcard import,True,security_risk
problematic_4,5,users = {}  # Global mutable state,False,other
problematic_4,6,current_user = None  # Global state,False,other
problematic_4,8,class usermanager:  # Poor naming convention,False,other
problematic_4,9,    def __init__(self):,False,other
problematic_4,10,        # TODO: Load users from secure storage,True,incomplete_code
problematic_4,11,        self.users = users  # Reference to global,False,other
problematic_4,12,"        self.admin = ""admin""  # Hardcoded admin",False,other
problematic_4,13,"        print(""UserManager started"")  # Debug print",True,debug_code
problematic_4,15,"    def createUser(self, name, pwd, email=""""):  # camelCase, poor param names",False,other
problematic_4,16,        # XXX: No password strength validation,True,incomplete_code
problematic_4,17,"        if name == """":  # Poor string check",False,other
problematic_4,18,            return False,False,other
problematic_4,20,        if name in self.users:,False,other
problematic_4,21,"            print(""User exists"")  # Poor error handling",True,debug_code
problematic_4,22,            return False,False,other
problematic_4,24,        # HACK: Simple password storage (MAJOR SECURITY ISSUE),True,incomplete_code
problematic_4,25,        user_data = {,False,other
